ID,question,answer,category,type,points
262,Welches Gebiet am Rhein gehörte ab 1816 zum Königreich Bayern?,"Pfalz, Rheinpfalz",,,
263,Was für ein Transportmittel ist der legendäre Orient-Express?,"Zug, Luxuszug, Eisenbahn",,,
264,Welcher französische General beschrieb England als eine Nation von kleinen Ladenbesitzern?,Napoleon,,,
265,Der Formel-1-Fahrer Max Verstappen fhrt unter der Flagge welches Landes?,"Niederlande, Holland",,,
266,"Das Gemälde ""The Blue Boy"" - ""Der Blaue Junge"" schuf Thomas ...?",Gainsborough,,,
267,"Das Album ""Stadtaffe"" stammt von Peter ...?",Fox,,,
268,Welches giftige Schwermetall darf an deutschen Tankstellen seit 1996 nicht mehr im Benzin enthalten sein?,Blei,,,
269,"Wie wird die Fernsehsendung ""Ich bin ein Star  Holt mich hier raus!"" meist kurz genannt?","Dschungelcamp, IBES",,,
270,"Welche Wache bezeichnet eine Truppe, die mit dem Schutz einer Person beauftragt ist?",Leibwache,,,
271,Ihren Rücktritt verkündete im Sommer 2022 der Tennis-Spielerin Serena ...?,Williams,,,
272,"Ingmar Bergman drehte den Filmklassiker ""Das siebente ...""?",Siegel,,,
273,"Welches kleine Wesen steckt im Wort ""Gewicht""?",Wicht,,,
274,Der 2021 verstorbene Filmregisseur Bertrand Tavernier stammte aus welchem Land?,Frankreich,,,
275,In welcher Verdi-Oper liebt ein ägyptischer Heerführer die Prinzessin der verfeindeten Äthiopier?,Aida,,,
276,Welcher vielköpfige Schlangendrache bewacht den Baum der Hesperiden?,Ladon,,,
277,Der Rio Xingú ist einer der großen rechten Nebenflüsse des Amazonas im Tiefland welches Landes?,Brasilien,,,
278,Welcher Teil einer Kamera heißt wie eine Hülsenfrucht?,Linse,,,
279,Erik ten Hag löste im Frühjahr 2022 Ralf Rangnick als Trainer welches britischen Fußballclubs ab?,Manchester United,,,
280,Welcher Schlagersänger war jahrelang für seine zahlreichen Freundschaftsbändchen bekannt?,"Wolfgang Petry, Wolle Petry",,,
281,"Welchen Buchstaben muss man vor das Wort ""Espe"" setzen, damit aus dem Baum ein Insekt wird?",W,,,
282,Neben den Archaeen sind welche winzigen Lebewesen schon am längsten auf der Welt?,"Bakterien, Bazillen",,,
283,Gina Marie Raimondo ist seit 2021 Handelsministerin welches Staates?,"USA, Vereinigte Staaten von Amerika",,,
284,Auf dem Gebiet welcher niederrheinischen Stadt lag die römische Metropole Colonia Ulpia Traiana?,Xanten,,,
285,Welche Art Bahnhof trägt einen oberen Körperteil im Namen?,Kopfbahnhof,,,
286,Wie nennt man das Hin-und-Her-Bewegen der Hand zur Verabschiedung?,Winken,,,
287,Was verkauft Timm Thaler in der gleichnamigen Abenteuerserie dem Baron de Lefouet?,"Lachen, Sein Lachen",,,
288,Der Fruchtkuchen Panettone ist eine Spezialität aus welchem Land?,"Italien, Herzogtum Mailand",,,
289,In welchem Shakespeare-Drama wird der Duke of Gloucester zum König gekrönt?,"Richard III., Die Tragödie von König Richard III.",,,
290,Welche Form haben die Seitenflächen einer Pyramide?,(gleichschenkliges) Dreieck,,,
291,Wie heißen die Schauspieler Tukur und Noethen mit Vornamen?,Ulrich,,,
292,"Wer sagte: ""I did not have sexual relations with that woman, Miss Lewinsky""?",Bill Clinton,,,
293,Der 1.070 Meter hoch gelegene Khyber-Pass ist der wichtigste Bergpass zwischen Pakistan und welchem Land?,Afghanistan,,,
294,"Wem Ärger droht, obgleich er sich sicher fühlt, dem wird redensartlich schon noch was vergehen?",(Das) Lachen,,,
295,"Welcher trinkfreudige Jack verliert immer wieder sein Schiff, die ""Black Pearl""?",Jack Sparrow,,,
296,"""It's All Over Now"" war 1964 in England der erste Nummer-1-Hit welcher Rockgruppe?",The Rolling Stones,,,
297,Welcher Rad schlagende Vogel wurde im antiken Griechenland als heiliges Tier der Göttin Hera verehrt?,Pfau,,,
298,Eines der 12 Sternzeichen ist der Stein-...?,Bock,,,
299,"Vertauscht man die Buchstaben des Wortes ""Prost"", so erhält man welches Unterrichtsfach?",Sport,,,
300,"Welches Filmgenre parodiert der Film ""Der Schuh des Manitu""?",Western,,,
301,Der einzige deutsche Olympiasieger im Marathon heißt Waldemar ...?,Cierpinski,,,
302,Wie nennt man einen in Tücher eingewickelten Leichnam in einem ägyptischen Sarkophag?,Mumie,,,
303,Nach Deutschland ist welches Land der EU das bevölkerungsreichste?,Frankreich,,,
304,Welches Werkzeug ist ein anderes Wort für das Elchgeweih?,Schaufel,,,
305,Wie nennt man die wiederholte Ab- und Aufwärtsbewegung des Kopfes zum Einverständnis?,"Nicken, Kopfnicken",,,
306,"In der Fernsehserie ""Unser Charly"" gehört die Titelfigur zu welcher Affenart?","Schimpansen, Schimpanse",,,
307,Der Einspänner ist eine Kaffeespezialität aus welchem Land?,Österreich,,,
308,"Welches Drama von Shakespeare trägt den Zusatztitel ""Prinz von Tyrus""?",Perikles,,,
309,Welche Form hat in der Geometrie die Grundfläche eines Kegels?,"Kreis, Rund,",,,
310,Wie heißt die RTL-Moderatorin Ludowig mit Vornamen?,Frauke,,,
311,Wie heißt die Monarchin mit der längsten Regierungszeit der britischen Geschichte?,"Elisabeth II., Queen Elizabeth II",,,
312,"Welches Land wird auch die ""Schweiz Zentralasiens"" genannt, weil fast seine gesamte Fläche im Hochgebirge liegt?","Kirgistan, Kirgisien, Kirgisistan",,,
313,"Was einen nervt, geht einem redensartlich auf welches Kaffeegebäck?",Keks,,,
314,Welcher Batman-Bösewicht heißt mit bürgerlichem Namen Arthur Fleck?,(Der) Joker,,,
315,"""Definitely Maybe"" heißt das Debütalbum welcher weltberühmten Britpop-Band?",Oasis,,,
316,Welches bunte Himmelsereignis ist laut Bibel ein Zeichen des Bundes Gottes mit den Menschen nach der Sintflut?,Regenbogen,,,
317,Eines der 12 Sternzeichen ist Wasser-...?,Mann,,,
318,"Stellt man die Buchstaben des Wortes ""bereichern"" um, so erhält man welchen Dieb?",Einbrecher,,,
319,"Wie nennt man Filme, die aus einer Folge aufgenommener Zeichnungen bestehen?","Zeichentrick, Zeichentrickfilm, Animation, Anime, Cartoon-Film",,,
320,Welcher Peter wurde als Fußballtorhüter dank 125 Einsätzen Englands Rekordnationalspieler?,"Peter Shilton, Peter Leslie Shilton",,,
321,Den britischen Parlamentarismus begründete im 17. Jahrhundert die Bill of ...?,Rights,,,
322,"Wie heißt in der Zeichentrickserie ""Die Simpsons"" der Vater von Bart, Lisa und Maggie?","Homer, Homer Jay Simpson",,,
323,Welche Kurzhaarfrisur ist nach einem Waldgewächs benannt?,Pilzkopf,,,
324,"""Derjenige"" und ""derselbe"" sind was für Pronomen?",Demonstrativpronomen,,,
325,In welchem asiatischen Land liegt die Stadt Yangon?,Myanmar,,,
326,"Phantom heißt eine Verbrecherorganisation im James-Bond-Film ""Liebesgrüße aus ...""?",Moskau,,,
327,"Von welcher Jahreszeit handelt die millionenfach verkaufte Single ""White Christmas""?",Winter,,,
328,"Kerstin Gier schrieb den Bestseller ""Vergissmeinnicht. Was man bei Licht nicht ...""?",sehen kann,,,
329,Welche Armee der Augsburger Puppenkiste trägt Rüstungen aus Konservendosen?,Blechbüchsenarmee,,,
330,"Wer hart durchgreift, kehrt laut Redensart mit eisernem ...?",Besen,,,
331,An welchem großen See liegt Schwerin?,Schweriner See,,,
332,"Welcher Monat lässt sich durch Buchstabenvertauschen aus dem Wort ""saugut"" bilden?",August,,,
333,Der katholische Wallfahrtsort Fátima liegt in welchem südeuropäischen Land?,Portugal,,,
334,"Im Namen welches Wintermonats steckt der Name ""Jan""?",Januar,,,
335,Welche Organe halten Motorradfahrer durch einen Extra-Gurt warm?,Nieren,,,
336,"Welchen Klaus spielte Moritz Sachs 34 Jahre lang in der Fernsehserie ""Lindenstraße""?",Beimer,,,
337,Wie heißt der 1980 mit Brooke Shields verfilmte Roman von Henry De Vere Stacpoole?,Die blaue Lagune,,,
338,"Welcher Wolfgang singt: ""Mmhh, Gianna, ist das Auto auch sehr klein, ich kenn' da einen Trick""?",Wolfgang Petry,,,
339,Loriot war ein großer Fan von welcher Hunderasse?,"Mops, Möpse",,,
340,In welchem amerikanischen Land liegt die Urlaubsregion Cancún?,Mexiko,,,
341,Wer wurde beim Deutschen Filmpreis 2022 als beste Hauptdarstellerin geehrt?,Meltem Kaptan,,,
342,Von seinem Amt als Bundeskanzler trat im Oktober 2021 welcher Österreicher zurück?,Sebastian Kurz,,,
343,"Wie heißt in der Zeichentrickserie ""Die Simpsons"" die Mutter von Bart, Lisa und Maggie?","Marge, Marjorie Jacqueline ""Marge"" Simpson",,,
344,Welche Kurzhaarfrisur ist nach einem Adeligen in der Ritterausbildung benannt?,"Pagenkopf, Pagenfrisur",,,
345,"""Mir"", ""dir"", ""euch"" und ""sich"" sind was für Pronomen?",Reflexivpronomen,,,
346,Wie heißt die Hauptstadt der Malediven?,Malé,,,
347,"Seinen Durchbruch als Filmschauspieler hatte Heinz Rühmann mit dem Film ""Die Drei von der ...""?",Tankstelle,,,
348,Was sollte es für Hildegard Knef laut ihrem größten Hit regnen?,Rote Rosen,,,
349,"Der bekannteste Roman des Autors Alfred Andersch heißt ""Sansibar oder der letzte ...""?",Grund,,,
350,"Wie heißt im Musical-Film ""Grease"" die Anführerin der Pink Ladies?","Betty Rizzo, Betty, Rizzo",,,
351,"Wer etwas geheim hält, kehrt es redensartlich unter welches Möbelstück mit Beinen?",Tisch,,,
352,An welchem großen See liegt Konstanz?,"Bodensee, Obersee",,,
353,"Welcher Monat lässt sich durch Buchstabenvertauschen aus dem Wort ""Urfarbe"" bilden?",Februar,,,
354,Der Guaraní-Wallfahrtsort Caacupé liegt in welchem südamerikanischen Land?,Paraguay,,,
355,"Im Namen welches Monats steckt das Wörtchen ""Uni""?",Juni,,,
356,"Welches landwirtschaftliche Gefährt nennt man in Süddeutschland auch ""Bulldog""?","Traktor, Schlepper",,,
357,"Welche Katharina spielte 13 Jahre lang die Kommissarin Nina Petersen in der ZDF-Krimireihe ""Stralsund""?",Wackernagel,,,
358,"Der letzte Teil welches Roman-Mehrteilers heißt ""Die wiedergefundene Zeit""?","Auf der Suche nach der verlorenen Zeit, À la recherche du temps perdu",,,
359,"Welcher Frank singt ""Hier kommt Kurt, ohne Helm und ohne Gurt einfach Kurt""?",Frank Zander,,,
360,Was für ein Tier ist die blaue Computerspielfigur Sonic?,Igel,,,
361,Welches Land liegt westlich der Dominikanischen Republik auf der Insel Hispaniola?,Haiti,,,
362,Welcher Albrecht wurde beim Deutschen Filmpreis 2022 als bester Hauptdarsteller geehrt?,Schuch,,,
363,Wer gewann bei den US-Präsidentschaftswahlen 2020 die meisten Wählerstimmen?,Joe Biden,,,
364,"Wie nennt man die kleinen runden Geräte, die autonom im Garten das Grün stutzen?","Mähroboter, Rasenmähroboter, Rasenroboter",,,
365,"Welche bekannten Blumen reimen sich auf ""welken""?",Nelken,,,
366,Was gilt in der Astrologie als Planet der Liebe und Harmonie?,Venus,,,
367,"Welche Gemüsepflanze wird im Englischen auch ""sweet pepper""  süßer Pfeffer  genannt?",Paprika,,,
368,Was für ein Insekt ist das Maskottchen von Borussia Dortmund?,"Biene, Biene Emma",,,
369,"Zu welcher Sportart gehören die Ausdrücke 2-Minuten-Strafe, Penalty-Schießen und Puck?",Eishockey,,,
370,"""Gegen die Liebe kommt man nicht an"" ist ein 2022 veröffentlichter Schlagersong von Roland ...?",Kaiser,,,
371,Welcher Gebirgszug ist rund 2.000 Kilometer länger als die Rocky Mountains?,Anden,,,
372,"Welches Stück Rindfleisch befindet sich der Übersetzung aus dem Französischen nach ""zwischen der Rippe""?","Entrecôte, Rib Eye",,,
373,Wer verriet Jesus an die Römer?,"Judas, Judas Iskariot",,,
374,Was bezeichnet eine geschickte Täuschung und ist der Name einer Gemeinde auf Sylt?,List,,,
375,"Welche Jane schrieb den satirischen Roman ""Die Abtei von Northanger""?",Austen,,,
376,Nitrate sind die Salze und Ester welcher Säure?,Salpetersäure,,,
377,"Welcher Hape veröffentlichte im Oktober 2021 das Musikalbum ""Mal unter uns""?",Kerkeling,,,
378,"Wie beginnt das Sprichwort, das mit ""leben länger"" aufhört?",Totgesagte,,,
379,Welcher Kanal heißt in der Seefahrt Englischer Kanal?,Ärmelkanal,,,
380,"Die ""blaue Blume"" ist das Symbol welcher Literaturepoche?","Romantik, Frühromantik",,,
381,Die Knesset ist das Parlament welches Staates?,Israel,,,
382,"Welche Farbe kann man sinnvoll an die Wörter ""Oliv"" und ""Suppen"" anhängen?",Grün,,,
383,"Was bei der Kuh das Euter, das ist bei der Sau das ...?",Gesäuge,,,
384,Zum ersten Ministerpräsidentin der Türkei gewählt wurde Anfang der 1990er-Jahre Tansu ...?,Çiller,,,
385,"Welcher Matt spielt eine Hauptrolle im 2021 ins Kino gekommene Thrillerdrama ""Stillwater - Gegen jeden Verdacht""?",Damon,,,
386,Wie nennt man einen männlichen Einwohner Zyperns?,"Zyprer, Zypriot, Zypriote",,,
387,"""Abends will ich schlafen gehen"" heißt ein Duett aus welcher Oper für Kinder?",Hänsel und Gretel,,,
388,Die Certosa di San Martino ist ein berühmter Klosterkomplex in welcher süditalienschen Stadt?,Neapel,,,
389,"Welche von Verliebten verschenkten Blumen reimen sich auf ""Hosen""?",Rosen,,,
390,Mit Geburtszeit und Geburtsort bestimmt man welches Element eines Horoskops?,Aszendent,,,
391,"Welches beliebte Eisdessert wurde anlässlich einer Pariser Aufführung der Operette ""Die schöne Helena"" kreiert?",Birne Helene,,,
392,Was für ein Tier ist das Maskottchen des MSV Duisburg?,Zebra,,,
393,"In welcher Sportart gibt es die Disziplinen Abfahrt, Super-G und Riesenslalom?","Ski (Alpin), Skirennen, Skifahren",,,
394,"""Holding Back The Years"" war der erste Top-Ten-Hit von Simply ...?",Red,,,
395,Welches Gebirge Europas besitzt die größte Nord-Süd-Ausdehnung?,Ural,,,
396,Welches edle Stück Rindfleisch wird in Österreich auch als Lungenbraten bezeichnet?,"Filet, Tenderloin",,,
397,Was für ein Fortbewegungsmittel war Noahs Arche?,"Schiff, Boot, (schwimmfähiger) Kasten",,,
398,"Wie nennt man jemanden, der mit der linken und rechten Hand gleich geschickt ist?","Beidhänder, beidhändig, ambidexter",,,
399,"Welcher Wilhelm schrieb im 19. Jahrhundert ""Die Geschichte von dem Gespensterschiff""?",Hauff,,,
400,Was entsteht bei einer Nukleosynthese?,"Atomkern, (chemisches) Element",,,
401,"Welcher Ed veröffentlichte im Herbst 2021 die Single ""Shivers""?",Sheeran,,,
402,Laut Sprichwort rostet welche Liebe nicht?,Alte (Liebe),,,
403,Welcher Kanal verbindet Atlantik und Pazifik?,Panamakanal,,,
404,Was für Füße sind Anapäst und Daktylus?,Versfüße,,,
405,In welcher Stadt tagt das tschechische Parlament?,Prag,,,
406,"Welche Farbe kann man sinnvoll an die Wörter ""Honig"" und ""Dotter"" anhängen?",Gelb,,,
407,Wie lautet der weidmännische Ausdruck für die Füchsin?,"Fähe, Fähin, Föhe, Betze",,,
408,Als Ministerpräsident von Spanien bestätigt wurde im Jahr 2020 Pedro ...?,Sánchez,,,
409,Welche Senta wurde 2021 bei der Verleihung des Deutschen Filmpreises mit der Ehren-Lola ausgezeichnet?,Senta Berger,,,
410,Wie nennt man einen männlichen Einwohner der Philippinen?,"Philippiner, Filipino",,,
411,Auf einem Theaterstück von Victorien Sardou basiert welche Puccini-Oper?,Tosca,,,
412,Durch was für Insekten wird Malaria übertragen?,"Mücken, Anopholes-Mücken, Moskitos",,,
413,Ludwig Mies van der Rohe war ab 1930 Direktor welcher Kunstschule?,Bauhaus,,,
414,"""Bravehearts"" lautet der Spitzname der Fußballnationalmannschaft welches Landes?",Schottland,,,
415,An der Decke welches Gebäudes im Vatikan befinden sich neun Szenen aus dem Buch Genesis?,Sixtinische Kapelle,,,
416,"Welche Zeichentrickfigur hielt sich 2021 mit dem Album ""Schwammtastisch"" wochenlang in den deutschen Charts?","SpongeBob, SpongeBob Schwammkopf",,,
417,Der EGMR in Straßburg ist der Europäische Gerichtshof für ...?,Menschenrechte,,,
418,Welche Stadt liegt Mannheim direkt gegenüber?,Ludwigshafen (am Rhein),,,
419,Tsai Ing-wen ist seit Mai 2016 Präsidentin welches asiatischen Landes?,"Taiwan, Republik China",,,
420,Welcher Dinosaurier war dem Namen nach ein Tyrann?,Tyrannosaurus (Rex),,,
421,Das Model Lily-Rose Depp ist die Tochter von Johnny Depp und Vanessa ...?,Paradis,,,
422,In welcher italienischen Stadt kann man in der Basilika Santa Croce die Fresken Giottos bewundern?,Florenz,,,
423,Wie heißt in der griechischen Mythologie die Tochter von Königin Kassiopeia?,Andromeda,,,
424,"Was ärgert Filmfans und reimt sich auf ""Broiler""?",Spoiler,,,
425,"Welcher Pop- und R'n'B-Superstar veröffentlichte 2022 sein Album ""Dawn FM""?",The Weeknd,,,
426,Als wichtigster Vertreter des Realismus in Deutschland gilt welcher Brandenburger Dichter?,Theodor Fontane,,,
427,Welche Partei gewann bei der Bundestagswahl 2021 prozentual die meisten Stimmen hinzu?,Bündnis 90/Die Grünen,,,
428,Wie nennen wir die italienische Stadt Genova?,Genua,,,
429,In Anlehnung an eine Nudelsorte werden Italo-Western auch wie genannt?,Spaghetti-Western,,,
430,Wer trat 1983 als Kanzlerkandidat gegen Helmut Kohl an?,Hans-Jochen Vogel,,,
431,Welches Land ist Hauptexporteur der Merino-Wolle?,Australien,,,
432,Wie heißt die Nationalblume der Niederländer?,Tulpe,,,
433,Als bedeutender Mäzen der Renaissance gilt der Florentiner Banker Cosimo de ...?,Medici,,,
434,"Welcher Leichtathletikwettbewerb wird international ""Decathlon"" genannt?",Zehnkampf,,,
435,"Welcher Bau in Jerusalem hat eine weithin sichtbare, leuchtend goldene Kuppel?",Felsendom,,,
436,"Seit jeher ist das Katz-und-Maus-Spiel Thema in den erfolgreichen Zeichentrickfilmen ""Tom & ...""?",Jerry,,,
437,"Welchen Nobelpreis erhielten einst Al Gore, Willy Brandt und Mutter Teresa?",Friedensnobelpreis,,,
438,In welchen Fluss mündet in Passau der Inn?,Donau,,,
439,Scheich Mujibur Rahman erklärte im Jahr 1971 welches Land für unabhängig?,Bangladesch,,,
440,Zu welchen Paarhufern zählt das Trampeltier?,"Kamele, Altweltkamele, Großkamele",,,
441,Der Musiker Navarone Garibaldi ist der Sohn der Schauspielerin Priscilla ...?,Presley,,,
442,In welcher Großstadt in Spanien steht das über 60 Meter hohe Kolumbus-Denkmal?,Barcelona,,,
443,Wer tötet der griechischen Sage nach den bösartigen Riesen Prokrustes?,Theseus,,,
444,"Wie lautet das gängige ""denglische"" Wort für das Mobiltelefon?",Handy,,,
445,"Welche Britin veröffentlichte 2021 die Single ""Easy On Me""?",Adele,,,
446,"Den verfilmten Abenteuerroman ""Der Kurier des Zaren"" schrieb welcher Franzose?","Jules Verne, Jules-Gabriel Verne",,,
447,Aus welchem Naturmaterial bestehen die meisten Saunen?,"Holz, Fichten-, Espenholz",,,
448,"Welche Spielerposition wird im modernen Fußball mit ""ZM"" abgekürzt?",Zentrales Mittelfeld,,,
449,Herakleios war im 7. Jahrhundert ein Kaiser welches Reiches?,"Byzantinisches Reich, Byzanz, Oströmisches Reich, Ostrom",,,
450,Einer der acht großen heiligen Berge Tibets ist der bis heute unbestiegene Khawa ...?,"Karpo, Khawa Karpo, Kawa Karpo",,,
451,Welche Farbe hat das Fell der allermeisten kanadischen Polarfüchse im Winter?,Weiß,,,
452,"Welcher Verein der 1. Fußball-Bundesliga wird oft auch einfach nur ""VfB"" genannt?",VfB Stuttgart,,,
